index,time,conflicts
0,4.05,60163
1,5.4,60145
2,5.64,61089
3,6.65,59010
4,6.01,62638
5,6.73,61597
6,7.34,65014
7,7.6,64583
8,5.8,64744
9,7.62,67429
10,7.33,61929
11,8.39,63020
12,7.38,59436
13,7.56,48628
14,7.57,52809
15,9.31,67463
16,6.39,67188
17,7.66,60046
18,7.59,61805
19,8.01,60020
20,8.16,67797
21,8.35,57425
22,8.56,60731
23,9.5,67909
24,7.3,59379
25,8.93,68921
26,8.67,65540
27,8.76,61193
28,8.45,66041
29,8.96,59271
30,9.29,62833
31,9.93,65937
32,6.32,68990
33,7.34,59510
34,6.28,49912
35,8.04,61384
36,7.8,66349
37,8.77,63283
38,9.19,69652
39,8.14,56656
40,7.27,58428
41,8.63,66484
42,8.67,62936
43,9.58,65201
44,8.45,59946
45,10.18,67350
46,9.87,66202
47,9.7,60368
48,7.52,64324
49,8.24,59492
50,8.81,64434
51,11.17,72677
52,8.75,64694
53,9.96,65471
54,9.5,60671
55,8.67,54247
56,8.35,68091
57,8.98,64667
58,9.55,65151
59,9.61,62014
60,9.06,67091
61,9.94,64418
62,9.87,64503
63,10.02,66303
64,5.8,59717
65,6.3,54783
66,6.95,56022
67,8.15,60925
68,7.61,59224
69,7.96,58294
70,8.57,63693
71,8.38,60239
72,7.18,58651
73,7.54,59026
74,8.71,63138
75,7.66,52781
76,8.78,62459
77,8.94,63093
78,9.05,60115
79,9.64,62541
80,7.8,61436
81,8.12,59710
82,8.6,59411
83,7.89,51314
84,9.18,66106
85,9.25,61704
86,9.32,60874
87,10.25,62306
88,8.89,66222
89,9.19,64047
90,9.49,62174
91,9.9,65682
92,9.19,64457
93,9.52,58381
94,10.42,69804
95,9.52,58558
96,7.94,62430
97,8.39,64995
98,9.45,66847
99,9.35,65894
100,8.63,58471
101,9.05,59656
102,8.21,52804
103,9.78,63115
104,9.79,68794
105,9.33,65481
106,9.24,57432
107,9.35,58182
108,9.39,63928
109,9.28,53369
110,9.43,55806
111,10.03,62684
112,8.43,66018
113,8.65,61843
114,9.83,65190
115,9.65,63821
116,8.74,56206
117,10.11,65797
118,10.27,61129
119,10.44,67462
120,9.67,72972
121,8.91,61910
122,9.71,65755
123,9.71,59596
124,10.24,68949
125,10.34,63219
126,10.78,63448
127,9.98,61538
128,6.19,66826
129,7.23,63445
130,6.96,58191
131,7.45,58626
132,7.29,58823
133,8.2,59562
134,8.14,60128
135,8.45,61142
136,7.63,57173
137,8.11,54657
138,8.2,55714
139,8.98,62663
140,8.33,56350
141,9.02,55015
142,9.07,56762
143,9.28,60317
144,7.1,57336
145,8.11,57408
146,7.88,64791
147,8.93,64136
148,8.36,61258
149,9.37,61115
150,8.89,59529
151,8.93,56085
152,8.09,59548
153,8.42,57835
154,9.31,67875
155,9.21,64628
156,9.39,64319
157,10.53,67849
158,9.08,56058
159,10.11,66199
160,7.76,56673
161,8.5,59340
162,8.87,61517
163,9.12,68661
164,8.88,59531
165,9.63,64596
166,9.89,62802
167,9.6,60665
168,8.9,63162
169,9.82,60512
170,10.1,68742
171,9.49,64104
172,9.82,62641
173,10.57,63647
174,10.85,71111
175,9.83,57665
176,8.66,66080
177,8.46,52745
178,8.8,56114
179,9.29,60175
180,9.79,64795
181,10.6,64212
182,10.26,68346
183,9.57,54516
184,9.46,64274
185,10.47,67410
186,9.93,64436
187,10.18,67584
188,10.68,68890
189,10.19,59364
190,10.35,61414
191,10.11,59321
192,7.68,59239
193,8.69,60211
194,8.94,65891
195,9.22,61488
196,8.44,57270
197,9.38,61481
198,9.3,62896
199,8.65,53998
200,8.31,55602
201,9.69,66347
202,9.03,62959
203,9.49,58752
204,9.39,61373
205,10.52,66078
206,10.0,65174
207,9.91,59882
208,8.24,63715
209,8.92,61240
210,8.38,58070
211,9.21,60932
212,9.48,64180
213,9.57,62619
214,9.09,57699
